language,normalized_training_mixture_weight,training_mixture_weight_before_coverage_normalization,training_mixture_percent_before_coverage_normalization,raw_public_count,num_training_entries,groups,entry_ids,represented_training_mixture_weight,weight_semantics
arm left: -1. left instrument: Tool #3 (None). arm right: 3. right instrument: Tool #2 (Orange). do a prostatectomy,6.16856478680539e-05,5.940913785636111e-05,0.005940913785636112,32701,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Orange). arm right: 1. right instrument: Tool #9 (Blue). do an inguinal hernia repair,6.15913301898972e-05,5.93183009739166e-05,0.005931830097391661,32651,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #2 (Pink). arm right: 2. right instrument: Tool #2 (Green). do a hysterectomy,6.154417135081883e-05,5.927288253269434e-05,0.005927288253269434,32626,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Cyan). arm right: 3. right instrument: Tool #9 (Green). do a hysterectomy,6.132912704462152e-05,5.906577444072085e-05,0.005906577444072085,32512,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Orange). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,6.105560577796705e-05,5.8802347481631756e-05,0.005880234748163175,32367,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 1. right instrument: Tool #2 (Purple). do an inguinal hernia repair,6.082735699682781e-05,5.858252222611604e-05,0.005858252222611604,32246,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
Retract the partially dissected tissue flap using the left instrument (right-side grasp).,6.0797316921121725e-05,5.855359077997713e-05,0.005855359077997713,812,1,hamlyn_dvrk_30hz,hamlyn_dvrk_30hz:05,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #12 (Pink). arm right: 1. right instrument: Tool #2 (Green). do a hysterectomy,6.079717533981766e-05,5.855345442373379e-05,0.005855345442373379,32230,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Green). arm right: 1. right instrument: Tool #0 (Orange). do a prostatectomy,6.075378920786557e-05,5.8511669457809313e-05,0.0058511669457809315,32207,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 3. right instrument: Tool #2 (Pink). do a prostatectomy,6.064249434764064e-05,5.8404481936524784e-05,0.005840448193652478,32148,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Blue). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,6.018222407823589e-05,5.796119795019556e-05,0.005796119795019556,31904,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,5.9440887127924106e-05,5.724722005418167e-05,0.0057247220054181674,31511,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Green). do a hysterectomy,5.939938734953516e-05,5.720725182590609e-05,0.00572072518259061,31489,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #2 (Blue). do a prostatectomy,5.939561464240889e-05,5.7203618350608314e-05,0.0057203618350608314,31487,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #1 (Cyan). arm right: 2. right instrument: Tool #8 (Pink). do a hysterectomy,5.897495779782995e-05,5.679848585490578e-05,0.005679848585490578,31264,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
Approach the gallbladder grasped by the surgeon  and open your gripper to receive and take over the hold.,5.886741653711585e-05,5.6694913406470505e-05,0.005669491340647051,786,1,tud_tundra_ur5e,tud_tundra_ur5e:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Blue). arm right: 1. right instrument: Tool #0 (Cyan). do a hysterectomy,5.885800387691562e-05,5.668584812067458e-05,0.0056685848120674575,31202,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Green). arm right: 1. right instrument: Tool #0 (Blue). do a prostatectomy,5.876745890588518e-05,5.659864471352785e-05,0.005659864471352785,31154,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #2 (Green). do a prostatectomy,5.871086829899115e-05,5.654414258406114e-05,0.005654414258406114,31124,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Pink). arm right: 3. right instrument: Tool #18 (Green). do a hysterectomy,5.8520346589114595e-05,5.636065208152323e-05,0.005636065208152323,31023,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Orange). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,5.824493896889698e-05,5.6095408384785235e-05,0.005609540838478523,30877,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #12 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,5.812798504798266e-05,5.598277065055404e-05,0.005598277065055404,30815,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #2 (Blue). do a hysterectomy,5.774128256754013e-05,5.561033943253153e-05,0.0055610339432531535,30610,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Blue). arm right: 1. right instrument: Tool #9 (Green). do an inguinal hernia repair,5.7729964446161336e-05,5.55994390066382e-05,0.00555994390066382,30604,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #10 (Purple). arm right: 2. right instrument: Tool #0 (Blue). do a hysterectomy,5.74809657758276e-05,5.535962963698467e-05,0.005535962963698467,30472,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Green). arm right: 1. right instrument: Tool #2 (Purple). do a hysterectomy,5.616051828163362e-05,5.408791328276148e-05,0.005408791328276148,29772,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Orange). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,5.6103927674739585e-05,5.403341115329477e-05,0.005403341115329477,29742,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #2 (Pink). do an inguinal hernia repair,5.5822860993832574e-05,5.376271724361012e-05,0.0053762717243610115,29593,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #10 (Purple). arm right: 1. right instrument: Tool #0 (Blue). do a hysterectomy,5.563988469820856e-05,5.3586493691667765e-05,0.005358649369166776,29496,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Orange). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,5.4981547304674685e-05,5.295245225220505e-05,0.005295245225220505,29147,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
